cve_ent_mun,poblacion,nombre
14025,19292,Colotlan
14026,6561,Concepcion de Buenos Aires
14027,19139,Cuautitlan de Garcia Barragan
14028,2302,Cuautla
14029,19373,Cuquio
14030,54828,Chapala
14031,3582,Chimaltitan
14032,6470,Chiquilistlan
8060,11572,Santa Barbara
8061,3381,Satevo
8062,34050,Saucillo
8063,7001,Temosachic
8064,1830,El Tule
8065,22257,Urique
8066,6630,Uruachi
8067,5651,Valle de Zaragoza
14033,22848,Degollado
14034,2058,Ejutla
14035,57255,Encarnacion de Diaz
14036,21176,Etzatlan
14037,26326,El Grullo
14038,4536,Guachinango
14039,1503505,Guadalajara
14040,10988,Hostotipaquillo
9002,408441,Azcapotzalco
9003,621952,Coyoacan
9004,199809,Cuajimalpa de Morelos
9005,1176967,Gustavo A. Madero
9006,393821,Iztacalco
9007,1815551,Iztapalapa
9008,245147,La Magdalena Contreras
14042,9449,Huejuquilla el Alto
14043,26051,La Huerta
14044,59970,Ixtlahuacan de los Membrillos
14045,20383,Ixtlahuacan del Rio
14046,36081,Jalostotitlan
14047,26504,Jamay
14048,20395,Jesus Maria
14049,10149,Jilotlan de los Dolores
9009,139371,Milpa Alta
9010,755537,Alvaro Obregon
9011,366586,Tlahuac
9012,682234,Tlalpan
9014,433708,Benito Juarez
14052,6021,Juchitlan
14053,175696,Lagos de Moreno
14054,5896,El Limon
14055,24117,Magdalena
14056,2224,Santa Maria del Oro
14057,4033,La Manzanilla de la Paz
14058,15635,Mascota
14059,14962,Mazamitla
14060,5470,Mexticacan
14061,20751,Mezquitic
14062,3772,Mixtlan
14063,106059,Ocotlan
14064,34061,Ojuelos de Jalisco
14065,12017,Pihuamo
14066,55191,Poncitlan
12052,45121,San Luis Acatlan
9015,548606,Cuauhtemoc
9016,379624,Miguel Hidalgo
14067,299434,Puerto Vallarta
14068,11662,Villa Purificacion
14069,8797,Quitupan
14070,200159,El Salto
14071,3155,San Cristobal de la Barranca
14072,7699,San Diego de Alejandria
14073,74195,San Juan de los Lagos
14074,16999,San Julian
9017,433231,Venustiano Carranza
10001,34749,Canatlan
10002,4816,Canelas
10029,2258,San Luis del Cordero
10030,1631,San Pedro del Gallo
10031,7509,Santa Clara
10032,51125,Santiago Papasquiaro
10036,24946,Tlahualilo
14075,4054,San Marcos
14076,3259,San Martin de BolaÃ±os
14077,29493,San Martin Hidalgo
14078,35081,San Miguel el Alto
14079,15352,Gomez Farias
14080,5954,San Sebastian del Oeste
14081,3407,Santa Maria de los Angeles
14082,39384,Sayula
14083,85654,Tala
14084,16034,Talpa de Allende
14085,41130,Tamazula de Gordiano
14086,20647,Tapalpa
14087,17722,Tecalitlan
14088,18483,Tecolotlan
14089,3994,Techaluta de Montenegro
14090,7500,Tenamaxtlan
14091,44188,Teocaltiche
14092,11168,Teocuitatlan de Corona
14093,151133,Tepatitlan de Morelos
14094,44789,Tequila
14095,10327,Teuchitlan
14096,22538,Tizapan el Alto
14097,644175,Tlajomulco de ZuÃ±iga
14098,708568,San Pedro Tlaquepaque
14099,10926,Toliman
14100,37913,Tomatlan
14101,577668,Tonala
14102,6417,Tonaya
14103,8426,Tonila
14104,4691,Totatiche
14105,24685,Tototlan
14106,4628,Tuxcacuesco
14107,6681,Tuxcueca
14108,37226,Tuxpan
10038,23279,Vicente Guerrero
10039,28862,Nuevo Ideal
11001,95581,Abasolo
11002,118967,Acambaro
11003,183034,San Miguel de Allende
11004,72209,Apaseo el Alto
11005,99036,Apaseo el Grande
11006,5559,Atarjea
11007,530820,Celaya
11008,40608,Manuel Doblado
12024,7807,Cualac
12025,16569,Cuautepec
12026,8951,Cuetzala del Progreso
12027,20384,Cutzamala de Pinzon
12028,133299,Chilapa de Alvarez
12029,284330,Chilpancingo de los Bravo
12030,21527,Florencio Villarreal
12031,5936,General Canuto A. Neri
12032,37840,General Heliodoro Castillo
12033,15763,Huamuxtitlan
12034,38696,Huitzuco de los Figueroa
12035,158141,Iguala de la Independencia
12036,11614,Igualapa
12037,6451,Ixcateopan de Cuauhtemoc
12038,130796,Zihuatanejo de Azueta
12039,25742,Juan R. Escudero
12040,26857,Leonardo Bravo
12041,28166,Malinaltepec
12042,19306,Martir de Cuilapan
12043,19095,Metlatonoc
12044,13196,Mochitlan
12045,26372,Olinala
12046,69853,Ometepec
12047,7049,Pedro Ascencio Alquisiras
12048,45389,Petatlan
12049,13270,Pilcaya
12050,38809,Pungarabato
12051,36981,Quechultenango
12065,7626,Tlalixtaquilla de Maldonado
12066,93574,Tlapa de Comonfort
12067,22706,Tlapehuala
12068,26968,La Union de Isidoro Montes de Oca
12069,12255,Xalpatlahuac
12070,7398,Xochihuehuetlan
12080,7924,Juchitan
12081,11317,Iliatenco
13001,22119,Acatlan
13002,46234,Acaxochitlan
13003,61311,Actopan
13004,9705,Agua Blanca de Iturbide
13005,19882,Ajacuba
13006,22078,Alfajayucan
13007,13135,Almoloya
13008,48036,Apan
13009,20199,El Arenal
13010,32226,Atitalaquia
13011,21662,Atlapexco
13012,29469,Atotonilco el Grande
13013,41039,Atotonilco de Tula
13014,18680,Calnali
13015,19853,Cardonal
13016,62361,Cuautepec de Hinojosa
13017,14659,Chapantongo
13065,12533,Tetepango
13066,13444,Villa de Tezontepec
13067,57003,Tezontepec de Aldama
13068,16044,Tianguistengo
14109,19231,Union de San Antonio
14110,14444,Union de Tula
14111,7487,Valle de Guadalupe
14112,5902,Valle de Juarez
14113,17376,San Gabriel
14114,19122,Villa Corona
14115,5882,Villa Guerrero
14116,21795,Villa Hidalgo
14117,4441,CaÃ±adas de Obregon
14118,23957,Yahualica de Gonzalez Gallo
13069,137165,Tizayuca
13070,20742,Tlahuelilpan
13073,42175,Tlanchinol
15014,107378,Atlacomulco
15015,32674,Atlautla
15016,30040,Axapusco
15017,11081,Ayapango
15018,60309,Calimaya
15019,38196,Capulhuac
20440,858,Santa Maria Totolapilla
20441,9124,Santa Maria Xadani
13074,30727,Tlaxcoapan
13075,17698,Tolcayuca
13076,118824,Tula de Allende
13077,169624,Tulancingo de Bravo
13078,21234,Xochiatipan
13079,8289,Xochicoatlan
13080,26131,Yahualica
13081,37628,Zacualtipan de Angeles
13082,20402,Zapotlan de Juarez
13083,50540,Zempoala
13084,42586,Zimapan
14001,23033,Acatic
14002,24131,Acatlan de Juarez
14003,24796,Ahualulco de Mercado
14004,5840,Amacueca
14005,16451,Amatitan
14125,20202,San Ignacio Cerro Gordo
15001,69520,Acambay de Ruiz CastaÃ±eda
15002,186256,Acolman
15003,52173,Aculco
15004,15645,Almoloya de Alquisiras
15005,188124,Almoloya de Juarez
15044,29179,Jaltenco
15045,94893,Jilotepec
15046,20713,Jilotzingo
15047,79263,Jiquipilco
15048,70471,Jocotitlan
15049,14710,Joquicingo
15050,27241,Juchitepec
15006,12169,Almoloya del Rio
15007,25851,Amanalco
15008,28414,Amatepec
15009,54548,Amecameca
15010,31576,Apaxco
15011,70016,Atenco
15012,12511,Atizapan
15020,310743,Coacalco de Berriozabal
15052,29515,Malinalco
15022,15387,Cocotitlan
15023,44201,Coyotepec
15024,175004,Cuautitlan
15025,397344,Chalco
15026,30328,Chapa de Mota
15058,1135786,Nezahualcoyotl
20086,980,San Agustin Tlacotepec
15027,12986,Chapultepec
15063,36629,Ocuilan
15064,39551,El Oro
15065,38186,Otumba
15066,4236,Otzoloapan
15067,90805,Otzolotepec
15068,31154,Ozumba
15069,4367,Papalotla
15070,309596,La Paz
15071,15066,Polotitlan
15072,14608,Rayon
15073,31682,San Antonio la Isla
15074,139213,San Felipe del Progreso
15028,31803,Chiautla
15030,27570,Chiconcuac
15031,720207,Chimalhuacan
15032,36158,Donato Guerra
15033,1707754,Ecatepec de Morelos
15034,10090,Ecatzingo
15035,147326,Huehuetoca
15036,46742,Hueypoxtla
15037,290231,Huixquilucan
15038,12512,Isidro Fabela
15039,551034,Ixtapaluca
15040,38288,Ixtapan de la Sal
15041,7283,Ixtapan del Oro
15042,163284,Ixtlahuaca
15043,32120,Xalatlaco
15116,4358,Zacazonapan
15117,16080,Zacualpan
15118,201988,Zinacantepec
15119,17962,Zumpahuacan
15120,217166,Zumpango
15121,577190,Cuautitlan Izcalli
26011,1736,Bacoachi
26012,24900,Bacum
15053,61172,Melchor Ocampo
15054,246055,Metepec
15055,13744,Mexicaltzingo
15056,31832,Morelos
15057,910187,Naucalpan de Juarez
15059,43640,Nextlalpan
15060,441064,Nicolas Romero
15061,9753,Nopaltepec
15062,71711,Ocoyoacac
15076,80903,San Mateo Atenco
15077,6556,San Simon de Guerrero
15078,10262,Santo Tomas
15079,14339,Soyaniquilpan de Juarez
15080,28198,Sultepec
15081,500585,Tecamac
15082,79795,Tejupilco
26014,3676,Baviacora
15125,10960,Tonanitla
15098,5711,Texcalyacac
15099,262015,Texcoco
16009,38656,Ario
16010,22819,Arteaga
16011,11960,BriseÃ±as
16012,49450,Buenavista
16013,9652,Caracuaro
16014,15155,Coahuayana
15083,13690,Temamatla
15084,41685,Temascalapa
15085,67308,Temascalcingo
15086,34348,Temascaltepec
15087,109436,Temoaya
15088,105306,Tenancingo
15089,13344,Tenango del Aire
15090,92048,Tenango del Valle
16001,12019,Acuitzio
16002,15307,Aguililla
15091,69466,Teoloyucan
15092,60992,Teotihuacan
15093,33108,Tepetlaoxtoc
15094,21137,Tepetlixpa
15095,104335,Tepotzotlan
15096,39658,Tequixquiac
15097,20149,Texcaltitlan
16003,22905,Alvaro Obregon
16004,15851,Angamacutiro
15100,46527,Tezoyuca
15101,82457,Tianguistenco
15102,16819,Timilpan
15103,51370,Tlalmanalco
15104,756537,Tlalnepantla de Baz
15105,37531,Tlatlaya
15106,948950,Toluca
15107,13559,Tonatico
15108,160943,Tultepec
15109,556493,Tultitlan
15110,70192,Valle de Bravo
15111,54849,Villa de Allende
15112,50614,Villa del Carbon
15113,71710,Villa Guerrero
15114,110462,Villa Victoria
15122,419700,Valle de Chalco Solidaridad
15123,29784,Luvianos
15124,98957,San Jose del Rincon
16006,133955,Apatzingan
16032,16105,Erongaricuaro
16033,23887,Gabriel Zamora
16034,129114,Hidalgo
16035,35584,La Huacana
16036,12489,Huandacareo
16037,8412,Huaniqueo
16038,42622,Huetamo
16039,9250,Huiramba
16007,3432,Aporo
16008,26147,Aquila
16023,10785,Chavinda
16024,20016,Cheran
16025,41138,Chilchota
16026,5016,Chinicuila
16027,4567,Chucandiro
16028,5345,Churintzio
16029,15902,Churumuco
16030,13168,Ecuandureo
16054,7866,Morelos
16055,47864,Mugica
16056,29906,Nahuatzen
16057,8501,Nocupetaro
16058,20844,Nuevo Parangaricutiro
17005,10479,Coatlan del Rio
17006,208227,Cuautla
17007,399426,Cuernavaca
17008,106645,Emiliano Zapata
26015,1629,Bavispe
26016,5580,Benjamin Hill
17023,7714,Tlalnepantla
17026,19129,Tlayacapan
20053,1302,Magdalena Tlacotepec
26017,92177,Caborca
26018,468994,Cajeme
17027,12802,Totolapan
17028,74691,Xochitepec
17029,109914,Yautepec
17030,56334,Yecapixtla
17031,39137,Zacatepec
17032,10182,Zacualpan
17033,16954,Temoac
18001,40422,Acaponeta
19001,2918,Abasolo
19006,665734,Apodaca
19007,17800,Aramberri
19008,4384,Bustamante
19029,7746,Hualahuises
19010,47326,El Carmen
19016,3294,Doctor Gonzalez
19017,44989,Galeana
19018,300745,Garcia
19019,137614,San Pedro Garza Garcia
19020,6127,General Bravo
19021,466325,General Escobedo
19022,16283,General Teran
19023,1194,General TreviÃ±o
20021,16254,Cosolapa
20054,427,Magdalena Zahuatlan
20055,3682,Mariscala de Juarez
19030,3979,Iturbide
19035,1071,Melchor Ocampo
20027,2418,Chiquihuitlan de Benito Juarez
19036,7601,Mier y Noriega
19040,1083,Paras
19041,112583,Pesqueria
19042,5201,Los Ramones
20056,1497,Martires de Tacubaya
20057,40690,Matias Romero AvendaÃ±o
19043,2987,Rayones
19044,39096,Sabinas Hidalgo
19045,61868,Salinas Victoria
19046,474163,San Nicolas de los Garza
20063,4234,Nazareno Etla
20064,7729,Nejapa de Madero
19047,15902,Hidalgo
20001,1033,Abejones
20089,2199,San Andres Dinicuiti
20003,2176,Asuncion Cacalotepec
20030,9121,El Espinal
20004,1029,Asuncion Cuyotepeji
20007,2496,Asuncion Ocotlan
20011,1197,Calihuala
20033,2822,Guadalupe Etla
20013,3096,Cienega de Zimatlan
20014,30368,Ciudad Ixtepec
20016,10372,Coicoyan de las Flores
20017,3399,La CompaÃ±ia
20091,5655,San Andres Huayapam
20019,3078,Concepcion Papalo
20020,4086,Constancia del Rosario
20022,790,Cosoltepec
20023,22761,Cuilapam de Guerrero
20024,3804,Cuyamecalco Villa de Zaragoza
20025,12034,Chahuites
20112,2610,San Baltazar Chichicapam
20026,9427,Chalcatongo de Hidalgo
20281,312,San Miguel Tecomatlan
20029,4443,Eloxochitlan de Flores Magon
20196,435,San Juan Evangelista Analco
20032,1060,Fresnillo de Trujano
20117,2423,San Bartolome Loxicha
20034,1325,Guadalupe de Ramirez
20035,570,Guelatao de Juarez
20075,2896,Reforma de Pineda
20037,4554,Mesones Hidalgo
20118,2541,San Bartolome Quialana
20038,2021,Villa Hidalgo
20040,6449,Huautepec
20045,9300,Magdalena Apasco
20047,95,Santa Magdalena Jicotlan
20046,3311,Magdalena Jaltepec
20048,1401,Magdalena Mixtepec
20052,6361,Magdalena Tequisistlan
20058,13516,Mazatlan Villa de Flores
20060,2713,Mixistlan de la Reforma
20061,2846,Monjas
20062,626,Natividad
20065,1184,Ixpantepec Nieves
20066,5572,Santiago Niltepec
20067,258636,Oaxaca de Juarez
20069,2745,La Pe
20070,7201,Pinotepa de Don Luis
20071,2996,Pluma Hidalgo
20092,1666,San Andres Ixtlahuaca
20072,7071,San Jose del Progreso
20074,554,Santa Catarina Quioquitani
20076,3324,La Reforma
20078,1160,Rojas de Cuauhtemoc
20099,525,San Andres Tepetlapa
20077,4087,Reyes Etla
20197,3405,San Juan Guelavia
20079,92577,Salina Cruz
20081,1800,San Agustin Atenango
20080,1475,San Agustin Amatengo
20084,4278,San Agustin Etla
20082,4096,San Agustin Chayuco
20083,10151,San Agustin de las Juntas
20087,4610,San Agustin Yatareni
20090,6381,San Andres Huaxpaltepec
20088,2867,San Andres Cabecera Nueva
20094,1814,San Andres NuxiÃ±o
20100,462,San Andres Yaa
20101,735,San Andres Zabache
20095,4502,San Andres Paxtlan
20096,778,San Andres Sinaxtla
20097,1779,San Andres Solaga
20102,4838,San Andres Zautla
20103,6330,San Antonino Castillo Velasco
20204,673,San Juan Lajarcia
20105,7456,San Antonino Monte Verde
20106,269,San Antonio Acutla
20107,25602,San Antonio de la Cal
20108,4563,San Antonio Huitepec
20206,2497,San Juan de los Cues
20109,1279,San Antonio Nanahuatipam
20110,1631,San Antonio Sinicahua
20111,4460,San Antonio Tepetlapa
20114,678,San Baltazar Yatzachi el Bajo
20131,11119,San Dionisio Ocotepec
20115,10186,San Bartolo Coyotepec
20116,4660,San Bartolome Ayautla
20119,391,San Bartolome YucuaÃ±e
20120,316,San Bartolome Zoogocho
20452,4108,Santiago Apostol
20121,674,San Bartolo Soyaltepec
20122,678,San Bartolo Yautepec
20123,2790,San Bernardo Mixtepec
20124,18929,San Blas Atempa
20125,12562,San Carlos Yautepec
20199,642,San Juan Ihualtepec
20139,2140,San Francisco Chapulapa
20135,8185,San Felipe Tejalapam
20126,5419,San Cristobal Amatlan
20127,1147,San Cristobal Amoltepec
20153,5087,San Gabriel Mixtepec
20172,417,San Juan Achiutla
20128,1300,San Cristobal Lachirioag
20129,375,San Cristobal Suchixtlahuaca
20130,5370,San Dionisio del Mar
20132,1200,San Dionisio Ocotlan
20160,1414,San Jeronimo Silacayoapilla
20133,3894,San Esteban Atatlahuca
20134,29048,San Felipe Jalapa de Diaz
20136,12029,San Felipe Usila
20174,4207,Animas Trujano
20137,3509,San Francisco Cahuacua
20138,446,San Francisco Cajonos
20140,841,San Francisco Chindua
20176,2758,San Juan Bautista Coixtlahuaca
20142,1110,San Francisco Huehuetlan
20143,9296,San Francisco Ixhuatan
20144,1024,San Francisco Jaltepetongo
20145,4546,San Francisco Lachigolo
20146,3026,San Francisco Logueche
20223,483,San Juan Yatzona
20148,1973,San Francisco Ozolotepec
20150,13482,San Francisco Telixtlahuaca
20151,345,San Francisco Teopan
20154,2575,San Ildefonso Amatlan
20157,18293,San Jacinto Amilpas
20178,7863,San Juan Bautista Guelache
20158,2260,San Jacinto Tlacotepec
20162,2002,San Jeronimo Taviche
20179,1550,San Juan Bautista Jayacatlan
20249,3758,San Mateo Yoloxochitlan
20163,1669,San Jeronimo Tecoatl
20165,1594,San Jose Ayuquila
20187,2176,San Juan Coatzospam
20166,12573,San Jose Chiltepec
20167,2205,San Jose del PeÃ±asco
20168,1092,San Jose Estancia Grande
20263,3416,San Miguel Coatlan
20264,2223,San Miguel Chicahua
20169,3825,San Jose Independencia
20267,277,San Miguel del Rio
20170,3620,San Jose Lachiguiri
20171,18952,San Jose Tenango
20173,1540,San Juan Atepec
20180,2653,San Juan Bautista Lo de Soto
20188,10329,San Juan Colorado
20181,458,San Juan Bautista Suchitepec
20191,344,San Juan Chicomezuchil
20182,2248,San Juan Bautista Tlacoatzintepec
20192,1585,San Juan Chilateca
20183,1440,San Juan Bautista Tlachichilco
20189,2937,San Juan Comaltepec
20193,2769,San Juan del Estado
20194,1318,San Juan del Rio
20195,1111,San Juan Diuxi
20210,6153,San Juan Ã‘umi
20219,2705,San Juan Teitipac
20220,2743,San Juan Tepeuxila
20200,3973,San Juan Juquila Mixes
20201,2022,San Juan Juquila Vijanos
20203,3432,San Juan Lachigalla
20208,7118,San Juan Mixtepec Distrito 08
20215,839,San Juan Sayultepec
20209,701,San Juan Mixtepec Distrito 26
20514,1058,Santo Domingo Roayaga
20216,1381,San Juan Tabaa
20218,633,San Juan Teita
20516,5172,Santo Domingo Teojomulco
20517,5871,Santo Domingo Tepuxtepec
20221,1295,San Juan Teposcolula
20524,312,Santo Domingo Yodohino
20525,12641,Santo Domingo Zanatepec
20222,1562,San Juan Yaee
20233,1795,San Lucas Quiavini
20224,615,San Juan Yucuita
20239,1089,San Martin Huamelulpam
20242,12556,San Martin Peras
20225,6357,San Lorenzo
20244,3973,San Martin Toxpalan
20226,2875,San Lorenzo Albarradas
20456,1674,Santiago Cacaloxtepec
20227,16630,San Lorenzo Cacaotepec
20228,843,San Lorenzo Cuaunecuiltitla
20231,3131,San Lucas Camotlan
20234,7710,San Lucas Zoquiapam
20235,3777,San Luis Amatlan
20236,1558,San Marcial Ozolotepec
20237,1402,San Marcos Arteaga
20238,890,San Martin de los Cansecos
20240,2320,San Martin Itunyoso
20241,1115,San Martin Lachila
20243,1885,San Martin Tilcajete
20245,1322,San Martin Zacatepec
20246,648,San Mateo Cajonos
20248,15771,San Mateo del Mar
20250,1182,San Mateo Etlatongo
20251,1183,San Mateo Nejapam
20247,1622,Capulalpam de Mendez
20270,1157,San Miguel Huautla
20255,2106,San Mateo Sindihui
20252,2216,San Mateo PeÃ±asco
20253,1962,San Mateo PiÃ±as
20254,3252,San Mateo Rio Hondo
20276,730,San Miguel Santa Flor
20256,234,San Mateo Tlapiltepec
20258,775,San Miguel Achiutla
20257,1068,San Melchor Betaza
20259,2485,San Miguel Ahuehuetitlan
20260,2291,San Miguel Aloapam
20262,1021,San Miguel Amatlan
20284,3219,San Miguel Tilquiapam
20265,7117,San Miguel Chimalapa
20266,8607,San Miguel del Puerto
20268,1032,San Miguel Ejutla
20269,4389,San Miguel el Grande
20271,3321,San Miguel Mixtepec
20274,1334,San Miguel Piedras
20280,2368,Villa Talea de Castro
20282,749,San Miguel Tenango
20283,1054,San Miguel Tequixtepec
20547,986,Teotongo
20285,3785,San Miguel Tlacamama
20548,1700,Tepelmeme Villa de Morelos
20388,2487,Santa Ines del Monte
20286,3254,San Miguel Tlacotepec
20287,319,San Miguel Tulancingo
20288,625,San Miguel Yotao
20462,4321,Santiago Huajolotitlan
20289,1191,San Nicolas
20292,1448,San Pablo Cuatro Venados
20295,9784,San Pablo Huixtepec
20293,19200,San Pablo Etla
20294,7435,San Pablo Huitzo
20296,925,San Pablo Macuiltianguis
20297,2477,San Pablo Tijaltepec
20299,1110,San Pablo Yaganiza
20298,13199,San Pablo Villa de Mitla
20300,7006,San Pedro Amuzgos
20303,1140,San Pedro Cajonos
20301,1594,San Pedro Apostol
20302,4608,San Pedro Atoyac
20304,771,San Pedro Coxcaltepec Cantaros
20305,4437,San Pedro Comitancillo
20331,928,San Pedro Tidaa
20307,10259,San Pedro Huamelula
20308,3271,San Pedro Huilotepec
20332,375,San Pedro Topiltepec
20310,9333,San Pedro Ixtlahuaca
20311,570,San Pedro Jaltepetongo
20333,2738,San Pedro Totolapam
20312,12760,San Pedro Jicayan
20313,803,San Pedro Jocotipac
20314,1668,San Pedro Juchatengo
20555,3093,Trinidad Zaachila
20315,1727,San Pedro Martir
20316,727,San Pedro Martir Quiechapa
20556,259,La Trinidad Vista Hermosa
20317,1299,San Pedro Martir Yucuxaco
20362,1510,Santa Catarina Cuixtla
20319,1110,San Pedro Mixtepec Distrito 26
20320,702,San Pedro Molinos
20321,750,San Pedro Nopala
20322,847,San Pedro Ocopetatillo
20323,2203,San Pedro Ocotepec
20325,11353,San Pedro Quiatoni
20342,3710,San Raymundo Jalpan
20326,5245,San Pedro Sochiapam
20327,15367,San Pedro Tapanatepec
20328,1251,San Pedro Taviche
20329,1279,San Pedro Teozacoalco
20330,4422,San Pedro Teutila
20335,960,San Pedro Yaneri
20367,4677,Santa Catarina Mechoacan
20336,1819,San Pedro Yolox
20368,2017,Santa Catarina Minas
20338,11426,Villa de Etla
20339,4295,San Pedro y San Pablo Teposcolula
20343,1988,San Sebastian Abasolo
20346,1500,San Sebastian Nicananduta
20344,2802,San Sebastian Coatlan
20345,4222,San Sebastian Ixcapa
20356,2148,Santa Ana del Valle
20357,837,Santa Ana Tavela
20347,3783,San Sebastian Rio Hondo
20348,8531,San Sebastian Tecomaxtlahuaca
26023,6755,Cumpas
20349,2036,San Sebastian Teitipac
20360,3913,Santa Ana Zegache
20350,19272,San Sebastian Tutla
20351,2866,San Simon Almolongas
20540,8024,Villa de Tamazulapam del Progreso
20352,4367,San Simon Zahuatlan
20353,2259,Santa Ana
20354,532,Santa Ana Ateixtlahuaca
20355,740,Santa Ana Cuauhtemoc
20358,2060,Santa Ana Tlapacoyan
20359,923,Santa Ana Yareni
20361,943,Santa Catalina Quieri
20363,2719,Santa Catarina Ixtepeji
20369,2006,Santa Catarina Quiane
20365,1140,Santa Catarina Lachatao
20370,681,Santa Catarina Tayata
20376,377,Santa Cruz de Bravo
20372,1741,Santa Catarina Yosonotu
20373,384,Santa Catarina Zapoquila
20374,1625,Santa Cruz Acatepec
20375,13683,Santa Cruz Amilpas
20379,3063,Santa Cruz Nundaco
20380,2233,Santa Cruz Papalutla
20381,2788,Santa Cruz Tacache de Mina
20382,1151,Santa Cruz Tacahua
20383,624,Santa Cruz Tayata
20403,3255,Santa Maria Coyotepec
20387,2944,Santa Gertrudis
20384,4969,Santa Cruz Xitla
20390,52119,Santa Lucia del Camino
20391,3548,Santa Lucia Miahuatlan
20408,514,Santa Maria del Rosario
20392,6679,Santa Lucia Monteverde
20393,3985,Santa Lucia Ocotlan
20395,1783,Santa Maria Apazco
20396,3384,Santa Maria la Asuncion
20418,13616,Santa Maria Jalapa del Marques
20398,4436,Ayoquezco de Aldama
20399,37206,Santa Maria Atzompa
20400,1683,Santa Maria Camotlan
20402,1104,Santa Maria Cortijo
20419,537,Santa Maria Jaltianguis
20404,769,Santa Maria Chachoapam
20405,2213,Villa de Chilapa de Diaz
20432,957,Santa Maria Temaxcalapa
20409,9409,Santa Maria del Tule
20411,855,Santa Maria Guelace
20436,1028,Santa Maria Texcatitlan
20437,9632,Santa Maria Tlahuitoltepec
20412,3277,Santa Maria Guienagati
20414,11850,Santa Maria Huazolotitlan
20415,5145,Santa Maria Ipalapa
20416,508,Santa Maria Ixcatlan
20420,2010,Santa Maria Lachixio
20421,4837,Santa Maria Mixtequilla
20422,623,Santa Maria Nativitas
20423,509,Santa Maria Nduayaco
20425,2202,Santa Maria Papalo
20518,142,Santo Domingo Tlatayapam
20428,1997,Santa Maria Quiegolani
20429,1519,Santa Maria Sola
20430,386,Santa Maria Tataltepec
21058,20984,Chilchotla
20431,1744,Santa Maria Tecomavaca
22002,28189,Pinal de Amoles
20433,2687,Santa Maria Temaxcaltepec
20438,1760,Santa Maria Tlalixtac
24034,15504,San Vicente Tancuayalab
20434,4419,Santa Maria Teopoxco
24041,20596,Tanlajas
20439,26383,Santa Maria Tonameca
21200,3624,Xochiapulco
20442,288,Santa Maria Yalina
20444,426,Santa Maria Yolotepec
25016,22273,San Ignacio
20443,510,Santa Maria Yavesia
20445,1699,Santa Maria Yosoyua
20446,6475,Santa Maria Yucuhiti
20448,2286,Santa Maria Zaniza
20449,3128,Santa Maria Zoquitlan
20451,928,Santiago Apoala
20453,4113,Santiago Astata
20463,545,Santiago Huauclilla
20454,3128,Santiago Atitlan
20464,373,Santiago Ihuitlan Plumas
20455,2803,Santiago Ayuquililla
20458,990,Santiago Comaltepec
20461,560,Santiago del Rio
20465,1675,Santiago Ixcuintepec
20468,14474,Santiago Jocotepec
20469,37344,Santiago Juxtlahuaca
20471,517,Santiago Lalopa
20472,3524,Santiago Laollaga
20486,2557,Villa Tejupam de la Union
20473,1357,Santiago Laxopa
20474,3398,Santiago Llano Grande
20475,10252,Santiago Matatlan
20476,425,Santiago Miltepec
20493,562,Santiago Tillo
20478,1820,Santiago Nacaltepec
20480,945,Santiago Nundiche
20482,55235,Santiago Pinotepa Nacional
20483,10950,Santiago Suchilquitongo
20497,4470,Santiago Yaitepec
20485,3182,Santiago Tapextla
20487,2116,Santiago Tenango
20488,127,Santiago Tepetlapa
20502,5472,Santiago Zacatepec
20489,5087,Santiago Tetepec
20490,3214,Santiago Texcalcingo
20503,402,Santiago Zoochila
20491,4566,Santiago Textitlan
20494,4904,Santiago Tlazoyaltepec
20496,2153,Santiago Xiacui
20499,2211,Santiago Yolomecatl
20504,1687,Nuevo Zoquiapam
20501,946,Santiago Yucuyachi
20505,8300,Santo Domingo Ingenio
20506,796,Santo Domingo Albarradas
20507,3525,Santo Domingo Armenta
20508,1574,Santo Domingo Chihuitan
20509,11529,Santo Domingo de Morelos
20510,685,Santo Domingo Ixcatlan
20511,3343,Santo Domingo Nuxaa
20512,850,Santo Domingo Ozolotepec
20519,3079,Santo Domingo Tomaltepec
20541,1702,Tanetze de Zaragoza
20520,7210,Santo Domingo Tonala
20521,251,Santo Domingo Tonaltepec
20522,1203,Santo Domingo Xagacia
20523,1618,Santo Domingo Yanhuitlan
20527,2741,Santos Reyes Papalo
20528,1023,Santos Reyes Tepejillo
20529,1352,Santos Reyes Yucuna
20535,2938,San Vicente Lachixio
20530,3724,Santo Tomas Jalieza
20531,2745,Santo Tomas Mazaltepec
20536,447,San Vicente NuÃ±u
20532,3927,Santo Tomas Ocotepec
20537,6872,Silacayoapam
20538,715,Sitio de Xitlapehua
20533,2329,Santo Tomas Tamazulapan
20539,5930,Soledad Etla
20534,4062,San Vicente Coatlan
20542,833,Taniche
20544,981,Teococuilco de Marcos Perez
20546,6082,Teotitlan del Valle
20545,10338,Teotitlan de Flores Magon
20550,5745,San Jeronimo Tlacochahuaya
20558,1464,Valerio Trujano
20551,24027,Tlacolula de Matamoros
20552,466,Tlacotepec Plumas
20553,10912,Tlalixtac de Cabrera
20561,2935,Yaxe
20562,1601,Magdalena Yodocono de Porfirio Diaz
20554,5577,Totontepec Villa de Morelos
20568,1494,Zapotitlan Palmas
20557,16061,Union Hidalgo
20559,23370,San Juan Bautista Valle Nacional
